21418100;SESI;MU4IN100;1;MU4IN101;1;MU4IN103;1;MU4IN401;2;MU4IN400;3;;
28605381;SESI;MU4IN100;1;MU4IN101;1;MU4IN401;1;MU4IN400;3;MU4IN103;1;;
28620147;SESI;MU4IN100;2;MU4IN101;1;MU4IN103;1;MU4IN104;2;MU4EES05;1;;
28707831;SESI;MU4IN100;2;MU4IN101;1;MU4IN103;1;MU4EES05;1;MU4IN104;2;;
28708764;SESI;MU4IN100;1;MU4IN101;1;MU4IN103;1;MU4IN401;2;MU4IN400;3;;
28712457;SESI;MU4IN100;2;MU4IN101;1;MU4EES05;1;MU4IN104;2;MU4IN103;1;;
28715042;SESI;MU4IN100;1;MU4IN101;1;MU4IN401;2;MU4IN400;3;MU4IN801;3;;
3808150;STL;MU4IN500;2;MU4IN501;2;MU4IN400;2;MU4IN401;2;;;;
21103680;STL;MU4IN500;1;MU4IN501;1;MU4IN511;1;MU4IN800;4;MU4IN801;1;;
21107747;STL;MU4IN500;1;MU4IN501;1;MU4IN511;1;MU4IN800;3;MU4IN001;3;;
21110908;STL;MU4IN500;2;MU4IN501;2;MU4IN511;1;MU4IN401;3;MU4IN400;1;;
21111116;STL;MU4IN500;1;MU4IN501;1;MU4IN511;1;MU4IN900;2;MU4IN901;1;;
21113270;STL;MU4IN500;1;MU4IN501;1;MU4IN511;2;MU4IN801;1;MU4IN800;4;;
21113585;STL;MU4IN500;2;MU4IN501;1;MU4IN511;1;MU4IN401;3;MU4IN400;1;;
21304592;STL;MU4IN500;2;MU4IN501;1;MU4IN511;2;MU4IN400;1;MU4IN401;3;;
21308054;STL;MU4IN500;1;MU4IN511;1;MU4IN801;1;MU4IN800;3;;;;
21317509;STL;MU4IN501;1;MU4IN800;4;;;;;;;;
21400303;STL;MU4IN500;2;MU4IN501;1;MU4IN511;2;MU4IN400;1;MU4IN401;3;;
21400333;STL;MU4IN500;2;MU4IN501;2;MU4IN511;2;MU4IN400;1;MU4IN401;3;;
21400635;STL;MU4IN500;2;MU4IN501;2;MU4IN511;2;MU4IN400;1;MU4IN901;1;;
21400644;STL;MU4IN500;2;MU4IN501;2;MU4IN511;2;MU4IN400;1;MU4IN401;3;;
21401043;STL;MU4IN500;1;MU4IN501;2;MU4IN511;2;MU4IN801;1;MU4IN900;2;;
21401699;STL;MU4IN500;1;MU4IN501;2;MU4IN511;1;MU4IN900;2;MU4IN901;1;;
21401861;STL;MU4IN500;2;MU4IN501;1;MU4IN511;2;MU4IN400;1;MU4IN401;3;;
21401941;STL;MU4IN500;2;MU4IN501;1;MU4IN511;2;MU4IN400;1;MU4IN401;3;;
21402345;STL;MU4IN500;1;MU4IN501;2;MU4IN511;1;MU4IN001;3;MU4IN800;4;;
21402510;STL;MU4IN500;2;MU4IN501;2;MU4IN511;1;MU4IN401;3;MU4IN400;1;;
21402566;STL;MU4IN500;1;MU4IN501;2;MU4IN511;2;MU4IN800;3;MU4IN801;1;;
21402779;STL;MU4IN500;1;MU4IN501;2;MU4IN511;2;MU4IN801;1;MU4IN800;3;;
21403871;STL;MU4IN500;2;MU4IN501;2;MU4IN511;1;MU4IN400;1;MU4IN401;3;;
21406000;STL;MU4IN500;1;MU4IN501;1;MU4IN511;2;MU4IN901;1;MU4IN900;1;;
21407345;STL;MU4IN500;1;MU4IN501;1;MU4IN511;2;MU4IN800;3;MU4IN801;2;;
21409957;STL;MU4IN500;1;MU4IN501;2;MU4IN511;1;MU4IN801;2;MU4IN800;4;;
21409960;STL;MU4IN500;1;MU4IN501;1;MU4IN511;1;MU4IN801;2;MU4IN800;3;;
21412125;STL;MU4IN500;2;MU4IN501;2;MU4IN511;1;MU4IN400;1;MU4IN401;3;;
21414555;STL;MU4IN500;2;MU4IN501;1;MU4IN511;1;MU4IN901;1;MU4IN400;1;;
21414764;STL;MU4IN500;1;MU4IN501;1;MU4IN511;2;MU4IN800;4;MU4IN801;2;;
21414794;STL;MU4IN500;1;MU4IN501;2;MU4IN511;1;MU4IN800;3;MU4IN801;2;;
21414823;STL;MU4IN500;2;MU4IN501;1;MU4IN511;1;MU4IN400;1;MU4IN401;3;;
21414955;STL;MU4IN500;2;MU4IN501;1;MU4IN511;2;MU4IN400;1;MU4IN401;3;;
21416091;STL;MU4IN500;1;MU4IN501;2;MU4IN511;2;MU4IN801;1;MU4IN800;3;;
21416247;STL;MU4IN500;2;MU4IN501;1;MU4IN511;2;MU4IN400;1;MU4IN801;1;;
21416343;STL;MU4IN500;1;MU4IN501;2;MU4IN511;1;MU4IN800;3;MU4IN801;1;;
21417054;STL;MU4IN500;1;MU4IN501;2;MU4IN511;1;MU4IN801;1;MU4IN900;2;;
21417088;STL;MU4IN500;1;MU4IN501;2;MU4IN511;1;MU4IN801;2;MU4IN800;3;;
21418006;STL;MU4IN500;1;MU4IN501;2;MU4IN511;1;MU4IN801;1;MU4IN800;3;;
28604611;STL;MU4IN500;1;MU4IN501;2;MU4IN511;2;MU4IN801;1;MU4IN800;3;;
28608482;STL;MU4IN500;1;MU4IN501;2;MU4IN511;1;MU4IN801;1;MU4IN800;3;;
28705179;STL;MU4IN500;1;MU4IN501;1;MU4IN801;3;;;;;;
28706938;STL;MU4IN500;2;MU4IN501;2;MU4IN511;2;MU4IN400;1;MU4IN801;1;;
28707756;STL;MU4IN500;2;MU4IN511;2;MU4IN901;1;MU4IN400;1;;;;
28723564;STL;MU4IN500;2;MU4IN501;2;MU4IN511;1;MU4IN400;1;MU4IN401;3;;
28723873;STL;MU4IN500;2;MU4IN501;2;MU4IN511;2;MU4IN401;3;MU4IN400;1;;
